state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
SP,Cravinhos,"Um trabalhador rural ganha 38000 diários, sendo colono 808000 a 1008000 anuães, pelo trato de cada 1.000 pés de café, além de 18000 por cada 100 litros de café colhido; um administrador de fazenda ganha de 2008000 a 3008000 por mez e mais; um escrivão de 1208000 a 1508000 mensais; um carpinteiro 68000 a 88000 diários; um cozinheiro 308000 mensais. Os salários são pagos e os contractos cumpridos.","Um trabalhador rural ganha 38000 diários, sendo colono 808000 a 1008000 anuães, pelo trato de cada 1.000 pés de café, além de 18000 por cada 100 litros de café colhido",3000,,daily,um carpinteiro 68000 a 88000 diários,6000,8000,daily,A taxa é de 12%.,12,12,annual,"Qualidades - Podem ser, mais ou menos, assim divididas; bôas, a maior parte; regulares, poucas; inferiores, muito poucas. Em mattas, pouco, muito pouco. Geralmente argilhosas e mais planas que montanhosas. "" Preços — Um hectare de terra boa custa 2508000, approximamente.","Preços — Um hectare de terra boa custa 2508000, approximamente.",250000,250000,hectare,0
SP,Caçapava,"Um trabalhador rural, 18000 a 18500 diários; um administrador de fazenda, 1508000 mensais; escrivão de fazenda, não há. Um carpinteiro, 58000 diários; uma cozinheira, 158000 mensais; uma lavadeira, cobra 500 réis por duzia. Os salários são pagos e os contractos cumpridos.","Um trabalhador rural, 18000 a 18500 diários",1000,1500,daily,"Um carpinteiro, 58000 diários",5000,,daily,12*10 ao anno.,10,12,annual,"Qualidades - Pódem ser, mais ou menos, assim divididas: bôas, a maior parte; regulares, menos que as inferiores. Misturadas e planas na maior parte. Mattas, muito pouco. "" Preços — Um hectare de terra boa custa, approximadamente, 838000.","Preços — Um hectare de terra boa custa, approximadamente, 838000.",83000,83000,hectare,0
SP,Caconde,"Um trabalhador rural ganha 28500 diarios; administradores e escrivães de fazenda não há. Os proprietários mesmo dirigem suas culturas. Um carpinteiro 55000 diarios; um cozinheiro ou lavadeira, 155000 mensajes; os salários são pagos e os contractos cumpridos.",Um trabalhador rural ganha 28500 diarios,2500,,daily,Um carpinteiro 55000 diarios,55000,,daily,10 *|*º annuaes.,10,10,annual,"Qualidades - Pódem ser divididas, mais ou menos, assim: bôas, a maior parte; regulares e inferiores, talvez em partes eguães. Misturadas, a maior parte; em mattas, pouco. "" Preços — Um hectare de terra bôa custa, 80$000, mais ou menos.","Preços — Um hectare de terra bôa custa, 80$000, mais ou menos.",80000,80000,hectare,0
SP,Caraguatatuba,"O trabalhador rural ganha 1$000 diarios; um carpinteiro, 3$000 diarios; não ha administradores e escrivães de fazenda; um cozinheiro, 10$000 mensais; uma lavadeira, 3$000 mensais. Os salarios são pagos e os contratos cumpridos.",O trabalhador rural ganha 1$000 diarios,1000,,daily,"um carpinteiro, 3$000 diarios",3000,,daily,São muitos raros os emprestimos agrícolas.,,,,"Qualidades das terras - Podem ser, mais ou menos, assim divididas: boas a maior parte; regulares e inferiores, quase em partes eguais. Argilosas e montanhosas, na maior parte. Em mattas a maior porção. Preços - O hectare de terra boa custa 628000, approximadamente.","Preços - O hectare de terra boa custa 628000, approximadamente.",62000,62000,hectare,0
SP,Cotia,"Trabalhador rural, 1$500 a 2$500, por dia; administrador de fazenda, 150$000 mensais; não há escrivães de fazenda, sendo a escrita feita pelos administradores ou proprietários, pelos processos mais comuns; carpinteiro, 4$000 diários; cozinheiro, 25$000 por mês; lavadeira, 15$000 por mês. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$500 a 2$500, por dia",1500,2500,daily,"carpinteiro, 4$000 diários",4000,,daily,Taxa de 10 a 18% ao anno.,10,18,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas e regulares, em partes talvez eguais; inferiores, mais do que as bôas e regulares, isoladamente. Arenosas, argilosas e misturadas, quase na mesma proporção das bôas, regulares e inferiores. Montanhosas na maior parte. Em mattas, bôa parte, assim como em campos. Preços - Um hectare de terra bôa custa de 90$000 a 125$000, sendo o preço, no geral, feito no acto da compra.","Preços - Um hectare de terra bôa custa de 90$000 a 125$000, sendo o preço, no geral, feito no acto da compra.",90000,125000,hectare,0
SP,Itanhaem,"Um trabalhador rural ganha 1$500 diarios, com alimentação; não ha administradores e escrivães de fazenda; um carpinteiro ganha 5$000 diarios. Não ha cozinheiros e lavadeiras. Os salarios são pagos e os contratos cumpridos.","Um trabalhador rural ganha 1$500 diarios, com alimentação",1500,,daily,um carpinteiro ganha 5$000 diarios,5000,,daily,Não ha empréstimos agrícolas.,,,,"Qualidades - Podem ser mais ou menos assim divididas: boas, menos que as regulares; regulares, quase eguais as inferiores. Misturadas, na maior parte, e geralmente planas. Em mattas a maior porção. Preços - Não há venda. O maior proprietário é o Governo.",Preços - Não há venda. O maior proprietário é o Governo.,,,,
SP,Cruzeiro,"Trabalhador rural 18500 diários, a secco, e 18000 com comida; um administrador de fazenda, 1008000 mensões; não há escrivães de fazenda; carpinteiro, 48000 a 58000 diários; cozinheira, 158000 mensões; lavadeiras, 108000 mensões. Os salários são pagos e os contractos cumpridos.","Trabalhador rural 18500 diários, a secco, e 18000 com comida",1000,1500,daily,"carpinteiro, 48000 a 58000 diários",4000,5000,daily,Taxa de 12 ª ao anno.,12,12,annual,"Qualidades das terras - Podem ser mais ou menos assim divididas: bôas, uma bôa parte; regulares, mas do que as bôas; inferiores, quase eguaes as bôas. Geralmente argilosas e planas. Em mattas a maior parte. Preços — Um hectare de terra bôa custa, approximadamente, 838000.","Preços — Um hectare de terra bôa custa, approximadamente, 838000.",83000,83000,hectare,0
SP,Casa Branca,"O trabalhador rural ganha de 2$000 a 3$000 diários; um administrador de fazenda, 2:500$000 annuaes, e mais e menos; um escrivão de fazenda, 1:200$000 annuaes e mais e menos; um carpinteiro, 5$000 diários, um cozinheiro, 25$000 mensões; uma lavadeira, 20$000 mensões. Os salários são pagos e os contratos cumpridos.",O trabalhador rural ganha de 2$000 a 3$000 diários,2000,3000,daily,"um carpinteiro, 5$000 diários, um cozinheiro, 25$000 mensões",5000,25000,daily,A taxa empregada é de 12% ao anno.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas; bôas e regulares, em partes mais ou menos eguães; inferiores a maior parte. Arenosas mais do que argilosa; mais planas do que montanhosas. Pouca matta; muito campo. Preços - Um hectare de terra, bôa custa 100$000, approximadamente.","Preços - Um hectare de terra, bôa custa 100$000, approximadamente.",100000,100000,hectare,0
SP,Conceição dos Guarulhos,"O trabalhador rural ganha 1$000 diários; administradores e escrivães de fazenda não há; um carpinteiro ganha 5$000 diários; uma cozinheira, 15$000 mensais; as lavadeiras cobram 500 réis por dúzia de peças lavadas. Os salários são pagos e os contratos cumpridos.",O trabalhador rural ganha 1$000 diários,1000,,daily,um carpinteiro ganha 5$000 diários,5000,,daily,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - As terras do município podem ser mais ou menos assim divididas: bôas, a maior parte; regulares e inferiores, em quantidades quase eguaes. Misturadas quase todas. No geral montanhosas. Mattas, bôa parte. Preços - O hectare de terra bôa custa 83$000, approximadamente.","Preços - O hectare de terra bôa custa 83$000, approximadamente.",83000,83000,hectare,0
SP,Campo Largo de Sorocaba,"Um trabalhador rural ganha 28000 diários; administradores e escrivães de fazenda não há; um carpinteiro, 58000 diários; um cozinheiro, 208000 mensajes; as lavadeiras cobram 500 réis por dúzia de peças de roupa lavada. Os salários são pagos e os contratos cumpridos.",Um trabalhador rural ganha 28000 diários,2000,,daily,"um carpinteiro, 58000 diários",5000,,daily,A taxa é de 12 a 18 % ao ano.,12,18,annual,"Qualidades - As terras do município podem ser mais ou menos assim divididas: bôas, pequena parte; regulares, a maior parte; inferiores, mais do que as bôas. Geralmente misturadas; mais planas que montanhosas. Pouca matta. Preços - O hectare de terra bôa varia de 808000 a 1008000.",Preços - O hectare de terra bôa varia de 808000 a 1008000.,80000,100000,hectare,0
SP,Cananéá,"Um trabalhador rural ganha de 1$500 a 2$000 diários; administrador não ha; um carpinteiro, 4$000 por dia; uma cozinheira, 12$000 a 15$000, por mez, e uma lavadeira, 8$000 a 10$000 por mez.",Um trabalhador rural ganha de 1$500 a 2$000 diários,1500,2000,daily,"um carpinteiro, 4$000 por dia",4000,,daily,Não ha empréstimos.,,,,"Qualidades - Bôas, no geral. "" Preços — Um hectare de terra bôa custa de 2$000 a 5$000 mais ou menos.",Preços — Um hectare de terra bôa custa de 2$000 a 5$000 mais ou menos.,2000,5000,hectare,0
SP,Cabreuva,"Um trabalhador rural ganha 1$500 diários, com comida e 2$500 a secco; um administrador de fazenda, 100$000 a 200$000 mensais; um escrivão de fazenda, 40$000 mensais; um carpinteiro, 4$000 a 6$000 diários; uma cozinheira, 15$000 a 20$000 mensais; uma lavadeira, cobra 400 réis para lavar uma dúzia de roupa, sem sabão. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural ganha 1$500 diários, com comida e 2$500 a secco",1500,2500,daily,"um carpinteiro, 4$000 a 6$000 diários",4000,6000,daily,A taxa é de 12% annuaes.,12,12,annual,"Qualidades - As terras podem ser mais ou menos assim divididas; bôas, na maior parte; regulares, poucas. Geralmente montanhosas. Mattas, bôa parte. Preços - Um hectare de terra bôa custa 83$000, approximadamente. **NOTA** Cultivam a uva em grande escala, fabricando vinho, cuja exportação se faz rapidamente e tem grande procura no mercado.","Preços - Um hectare de terra bôa custa 83$000, approximadamente. **NOTA** Cultivam a uva em grande escala, fabricando vinho, cuja exportação se faz rapidamente e tem grande procura no mercado.",83000,83000,hectare,0
SP,Belém de Descalvado,"Um trabalhador rural ganha 35000 diarios, a secco; um administrador de fazenda, 2005000 a 5005000 mensões; um escrivão de fazenda 1005000 mensões; um carpinteiro 55000 diarios; um cozinheiro 255000 mensões; uma lavadeira 205000. Os salarios são pagos e os contractos cumpridos.","Um trabalhador rural ganha 35000 diarios, a secco",3500,,daily,um carpinteiro 55000 diarios,55000,,daily,A taxa é de 12 % ao anno.,12,12,annual,"Qualidades - As terras do município podem ser, mais ou menos, assim divididas: bôas, grande parte; regulares, um pouco menos que as inferiores. Ora muito arenosas, ora argilosas; mais montanhosas do que planas. Alguma matta. ” Preço — Um hectare de terra bôa custa, mais ou menos, 805000, e em muitos casos muito mais ainda.","Preço — Um hectare de terra bôa custa, mais ou menos, 805000, e em muitos casos muito mais ainda.",80000,80000,hectare,0
SP,Dous Corregos,"Trabalhador rural, de 2$000 a 3$000 diários; colonos, 100$000 e 140$000 annuães, pelo trato de cada mil pés de café; administrador de fazenda, 2:000$000 a 4:000$000 annuães; escrivão, 1:500$000 annuães; carpinteiro, 4$000 a 6$000 diários; cozinheiro, 40$000 mensais; lavadeira, 15$000 a 25$000 mensais. Os salários são pagos e os contractos cumpridos.","Trabalhador rural, de 2$000 a 3$000 diários",2000,3000,daily,"carpinteiro, 4$000 a 6$000 diários",4000,6000,daily,"Taxa de 12 ""j"" ao anno.",12,12,annual,"Qualidades - As terras podem ser divididas, mais ou menos, assim: bôas, a quarta parte talvez; regulares, muito mais; inferiores, um pouco mais que as bôas. Geralmente argilosas e planas. Pouca matta. "" Preços — Um hectare de terra boa custa, mais ou menos, 90$000 e às vezes muito mais.","Preços — Um hectare de terra boa custa, mais ou menos, 90$000 e às vezes muito mais.",90000,90000,hectare,0
SP,Dourados,"Um trabalhador rural ganha de 2$500 a 3$000 diarios; um administrador de fazenda, 150$000 a 500$000 mensais; um escrivão, 100$000 a 120$000; carpinteiro, 5$000 a 6$000 diarios; uma cozinheira, 30$000, e um cozinheiro, 60$000 mensais; uma lavadeira, 10$000, mensalmente. Os salarios são pagos e os contratos cumpridos.",Um trabalhador rural ganha de 2$500 a 3$000 diarios,2500,3000,daily,"carpinteiro, 5$000 a 6$000 diarios",5000,6000,daily,12% ao anno.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos assim divididas: bóas, quase eguaes às inferiores; regulares, muito menos. Geralmente arenosas e bem planas. Pouca matta. Preços — Um hectare de terra boa custa 200$000 a 250$000 e mais, sendo este preço feito no acto da compra. Escolas primárias estaduais: Femininas ... 1 — provida Masculina ... 1 não provida Mixta ... 1 "" "" Escolas municipais: Não ha. Grupo escolar ... 1 com oito classes Matrículas: 29 alumnos. Masculinos ... 0 Femininos ... 29 Frequência: Uma média de ... 22 alumnos DADOS CLIMATOLOGICOS | 1911 | Setembro a Março | Abril a Agosto | Janeiro a Dezembro | | --- | --- | --- | --- | | Temperatura média | 21,2 | 18,1 | 19,9 | | Média de chuvas... | 140,2 | 46,5 | 101,3 | | Média dos dias... | 9,8 | 4,2 | 7,5 |","Preços — Um hectare de terra boa custa 200$000 a 250$000 e mais, sendo este preço feito no acto da compra. Escolas primárias estaduais: Femininas ... 1 — provida Masculina ... 1 não provida Mixta ... 1 "" "" Escolas municipais: Não ha. Grupo escolar ... 1 com oito classes Matrículas: 29 alumnos. Masculinos ... 0 Femininos ... 29 Frequência: Uma média de ... 22 alumnos DADOS CLIMATOLOGICOS | 1911 | Setembro a Março | Abril a Agosto | Janeiro a Dezembro | | --- | --- | --- | --- | | Temperatura média | 21,2 | 18,1 | 19,9 | | Média de chuvas... | 140,2 | 46,5 | 101,3 | | Média dos dias... | 9,8 | 4,2 | 7,5 |",200000,250000,hectare,0
SP,Espírito Santo do Turvo,"Um trabalhador rural ganha 25000 diários, um administrador de fazenda 2.000.000 e escrivão 1.200.000 anuães; carpinteiro 5.000 diários, cozinheiro 35.000 mensais, as lavadeiras cobram 500 réis por dúzia de roupa lavada. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural ganha 25000 diários, um administrador de fazenda 2.000.000 e escrivão 1.200.000 anuães",2000,2500,daily,"carpinteiro 5.000 diários, cozinheiro 35.000 mensais, as lavadeiras cobram 500 réis por dúzia de roupa lavada",5000,35000,daily,Dous por cento annuaes.,,,annual,"Qualidade - As terras são, approximadamente, assim divididas: bóas, metade; regulares, menos que as inferiores. Arenosas na maior parte. Mattas, algumas. "" Preços — Um hectare de terra boa custa 25.000, approximadamente; entretanto, há preços muito mais elevados.","Preços — Um hectare de terra boa custa 25.000, approximadamente; entretanto, há preços muito mais elevados.",2000,2000,hectare,0
SP,Espírito Santo do Pinhal,"Um trabalhador rural, 25000 diários; um cozinheiro, 1005000 mensões, para hoteis e 305000 para casas particulares; uma lava-deira, 305000 mensões; um carpinteiro, 65000 diários; um administrador de fazenda, 2005000 mensões, e escrivão, 1005000 mensões. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural, 25000 diários",2500,,daily,"um carpinteiro, 65000 diários",65000,,daily,Taxa de 12% ao ano.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas, metade; regulares, mais que as inferiores. Geralmente misturadas e egualmente planas e montanhosas. Pouca matta. Preços — Um hectare de terra bôa custa 755000, mais ou menos, e às vezes muito mais.","Preços — Um hectare de terra bôa custa 755000, mais ou menos, e às vezes muito mais.",75000,75000,hectare,0
