state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
SP;Silveiras;"Algodão, de 400 a 700 réis o metro; chita, de 500 a 800 réis; lã, de 2$000 a 3$000; casemiras, de 8$000 a 12$000.";"Taxa de 10 ""l"" ao anno.";"Um trabalhador rural ganha 800 réis por dia com alimentação, ou 1$500 sem alimentação; administrador de fazenda, 800$000 annuaes, livre de despezas; escrivães de fazenda não ha; carpinteiro, de 3$500 a 4$500 diarios; cozinheira, 15$000 mensões; lavadeira, 15$000 mensões. Os salarios são pagos e os contractos nem sempre cumpridos, pois geralmente fica o trabalhador devendo ao patrão.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas, metade; regulares, menos que as inferiores. Argilhosas na maior parte e muito montanhosas. Mattas, muito pouco. "" Preços — Um hectare de terra bôa, para cultura, custa mais ou menos, 42$000 e para campo ou pasto 21$000."
SP;São João do Curralinho;;Os particulares cobram 12 *|* ao anno e o Banco Custeio Rural, 6 *|*.;"Um trabalhador rural, seja colono ou camarada, ganha 2$000 diarios, sem alimentação; um cozinheiro, 15$000 mensais; as lavadeiras cobram 500 réis por duzia de peças lavadas, sem sabão; um carpinteiro, 5$000 diários; um administrador de fazenda, 1:500$000 a 2:000$000 anuães a séco; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas mais ou menos assim: bôas, metade; regulares e inferiores, talvez em partes eguães. Misturadas, a maior parte, bem como montanhosas. Mattas, muito pouco. "" Preços — Um hectare de terra boa custa, mais ou menos, 82$000."
SP;São Sebastião;Varia de 300 réis a 2$000 por metro.;Não há empréstimos agrícolas.;"O trabalhador rural ganha 28.000 diarios; uma cozinheira, 128.000 mensões; uma lavadeira, 88.000 mensões; um carpinteiro, 58.000 diarios; não há administradores nem escrivães de fazenda. Os salarios são pagos e os contratos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bóas, mais de metade; regulares, muito mais que as inferiores. Egualmente, talvez, argilosas e arenosas. Montanhosas, na maior parte. Mattas, boa parte. Preços — O hectare de terra boa custa 838.000, mais ou menos."
SP;Soccorro;"Nacionaes, de 500 réis a 600 réis o metro; estrangeiros, de 700 réis a 800 réis.";Taxa de doze por cento annuaes.;"Um trabalhador rural ganha 35$000 mensais, com alimentação; se é colono, 2$500 diários; um administrador de fazenda, 1:200$000 annuais; escrivães de fazenda não ha; um carpinteiro, 4$000 a 5$000 diários; um cozinheiro, 25$000 a 30$000 mensais; as lavadeiras cobram 500 réis por duzia de roupa lavada. Os salários são pagos e os contractos cumpridos.";Qualidades - As terras são, na sua quase totalidade, boas, existindo, todavia, algumas regulares e pequenos trechos de terras inferiores. São argilosas ou misturadas, não havendo arenosas. O município é todo montanhoso, não se encontrando nela terras planas, sinão em pequena quantidade. A vegetação é representada por pequenas quantidades de mattas virgens e grandes extensões de capoeiras. Não ha cerrados, nem carrascaes e campos. Preços - Um hectare de terra boa custa 150$000, aproximadamente.
SP;São Simão;"Nacionaes, de 500 réis a 2$000 o metro; estrangeiros, de 1$000 a 5$000.";A taxa adoptada é de 12 por cento annuaes.;"Um trabalhador rural ganha 3$000 diarios; um administrador de fazenda, 200$000, em média, mensaes e mais; um escrivão de fazenda, 100$000 mensais; um carpinteiro, 5$000 diarios; um cozinheiro, 20$000 mensais; uma lavadeira, 15$000 mensais. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, talvez metade; regulares, pouco; inferiores. muito mais que as regulares. Argilhosas mais que as arenosas. Egualmente planas e montanhosas. Muito pouca matta. "" Preços — Um hectare de terra bôa custa 300$000, approximadamente."
SP;Sertãosinho;"Algodão nacional, de 600 réis a 1$000 o metro; estrangeiro, de 500 réis a 2$500.";E' de doze por cento a taxa adoptada.;"Um trabalhador rural ganha 2$500 diarios; um administrador de fazenda, 2:500$00 a 5:000$000 annuaes; um escrivão de fazenda, 1:200$000 a 3:000$000 annuaes; um carpinteiro, 5$000 diarios; um cozinheiro, 30$000 mensaes; lavadeira, 20$000 mensaes. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, quasi eguaes às regulares; inferiores, bastante. Argilosas, a maior parte. Mattas, alguma. "" Preços — Um hectare de terra bôa custa 200$000, mais ou menos."
SP;Santa Branca;"Algodão, 800 réis o metro; chita, 800 réis a 1$500; lã, 3$000 a 6$000; casemira, 12$000, etc.";Não há taxas estabelecidas.;"Um trabalhador rural ganha 1$000 a 1$500 diários; administradores e escrivães de fazenda, não há; um carpinteiro ganha 4$000 diários; uma cozinheira, 6$000 a 8$000 mensais; uma lavadeira, 2$000 a 3$000 mensais. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas, muito pouco; regulares e inferiores, em partes talvez eguães. Geralmente misturadas. Muito mais montanhosas do que planas. Muito pouca matta. "" Preços — Um hectare da melhor terra custa, mais ou menos, 63$000."
SP;Santos;"Algodão, 500 réis; chita, 600 a 1$000; lã, 1$500 o metro.";Não ha tatbella fixa.;"Trabalhador rural ganha 28000 diarios; não ha administradores nem escrivães; carpinteiro, 88000 diarios; cozinheiro, 708000 a 2508000 mensões na cidade de Santos; lavadeira, 508000 mensões na mesma cidade.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas e regulares, em partes talvez iguais; inferiores, na maior parte. Mais arenosas que argilosas e mais montanhosas que planas. Mattas, bastante. "" Preços — As transacções são feitas sempre para grandes quantidades de terras, sendo o preço mínimo, 1458000 por hectare. As terras para a cultura de bananeiras custam 3508000 a 4008000 cada hectare."
SP;Santa Barbara do Rio Pardo;Os preços de S. Paulo accrescidos dos fretes.;A taxa é de 18% ao anno.;"Um trabalhador rural ganha 15500 a 25000 diarios; um administrador de fazenda ou escrivão, 705000 a 1005000 mensacs; um carpinteiro, 45000 a 55000 diarios; uma cozinheira, 205000 a 255000 mensacs; uma lavadeira, 105000 a 155000 mensacs. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas; bôas, talvez metade; regulares, mais que as inferiores. Geralmente misturadas e planas. Mattas, bôa parte. Preços — Um hectare de terra bôa custa 405000 a 505000. Este preço é, todavia, fixado na occasião da compra do immovel. Devido à alta do café e ao estabelecimento do nucleo Monção, o valor das terras, presentemente, é: altas e bôas, de 1005000 a 1505000, por hectare; baixas, de 505000 a 805000 por hectare; campos, de 405000 a 505000 por hectare."
SP;São Luiz do Parahytinga;"O metro de algodão custa 320 a 800 réis; de chita, 500 a 700 réis e de lão, 1$500 a 3$000.";Não ha empréstimos.;"Um trabalhador rural ganha 600 réis diários com alimentação e 18000 sem alimentação; não há administradores nem escrivães; uma cozinheira ganha 108000 mensais; uma lavadeira, 58000; um carpinteiro, 38000 a 48000 diários. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras do município podem ser, mais ou menos, assim divididas: bôas, a maior parte; regulares, um pouco mais que as inferiores. Argilhosas e montanhosas na maior parte. Matta, muito pouco. Preços — Um hectare de terra bôa custa 428000, approximadamente."
SP;S. Paulo dos Agudos;;De 18 a 24 por cento ao anno.;"Um trabalhador rural ganha de 2$000 a 3$000 diarios; um administrador de fazenda, 100$000 a 120$000 mensais; um escrivão, 50$000 a 90$000 mensais; um carpinteiro, 4$000 a 5$000 diarios; um cozinheiro, 30$000 a 40$000 mensais; uma lavadeira, 15$000 a 25$000 mensais. "" Os salarios são pagos e os contractos cumpridos.";"Qualidades - Ha terras de toda sorte: bôas, regulares e inferiores e são em sua maioria arenosas e planas. A vegetação é representada por mattas, capoeiras, pastos, campos, etc. "" Preços — Um hectare de terras bôas custa de 25$000 a 30$000, approximadamente. a. 63."
SP;Sarapuha;;Um e meio a dois por cento ao mez.;"Um trabalhador rural ganha de 2$000 a 2$500 diarios; um cozinheiro, de 15$000 a 20$000 mensais; as lavadeiras ganham por duzia; um carpinteiro, de 5$000 a 6$000 diarios; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, talvez eguães às inferiores; regulares, a maior parte. Montanhosas, no geral. Alguma matta. Preços — O hectare de terra boa custa de 80$000 a 100$000, approximadamente."
SP;São Carlos;"Riscado, 500 réis o metro; chita, 800 réis; casemira, 10$000.";"Taxa de 12 "" | ao anno.";"Trabalhador rural, de 2$000 a 2$800 por dia; administrador de fazenda, de 100$000 a 500$000 por mez; escrivão, 100$000 por mez; carpinteiro, de 5$000 a 7$000 por dia; cozinheiro, 50$000 por mez; cozinheira, 30$000; lavadeira, 20$000. Os salarios são pagos e os contractos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas e regulares, em partes talvez eguais; inferiores, mais do que as bôas ou regulares, isoladamente. Mais argilosas que arenosas. Geralmente planas. Alguma matta. "" Preços — Um hectare de terra bôa custa 200$000 e mais."
SP;S. João da Bôa Vista;"Nacionaes, 500 réis o metro; estrangeiros, 1$000 o metro.";A taxa de 12 por cento ao anno.;"Um trabalhador rural, seja colono ou camarada, ganha 2$000 diários; um cozinheiro de hotel, 100$000 mensões; uma cozinheira, nas fazendas, 30$000; um carpinteiro, 6$000 diários (a secco); um administrador de fazenda, 300$000 mensões, mais ou menos; um escrivão de fazenda, 80$000, mais ou menos. Os salários são pagos e os contractos cumpridos.";"Qualidades - As terras podem ser mais ou menos assim divididas: bôas, menos que as regulares; inferiores, mais do que as regulares. Mais montanhosas do que planas e mais arenosas do que argilosas. Mattas, bôa parte. ” Preços — Um hectare de terra bôa custa mais ou menos 100$000."
SP;Tremembé;"Algodão, 400 réis a 1$000 o metro; chita, 500 réis a 1$000; lã, 1$000, etc.";Taxa de doze por cento ao ano.;"Trabalhador rural, 1$400, a secco; administrador de fazenda, 2.000$000 annuães; escrivão não ha; carpinteiro, 3$000 a 4$000 diários; cozinheiro, 15$000 mensões; lavadeiras, 400 réis por duzia de roupa lavada, sem sabão. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas mais ou menos assim: bôas, metade; regulares e inferiores, em partes talvez eguães. Mais argilosas que arenosas. Geralmente planas. Pouca matta. Preços — Um hectare de terra boa custa 83$000, approximadamente."
SP;Taubaté;"Algodão, de 160 réis a 1$500 o metro; chita, de 500 réis a 1$200; lã, de 1$000 a 5$000.";Taxa de 12 a 18 ao ano.;"Um trabalhador rural ganha 18200 diários a secco; um administrador de fazenda, de 608000 a 1008000 mensões; escrivão de fazenda não há; carpinteiro, de 38000 a 48000 diários; lavadeira, 158000 mensões; cozinheiro, 158000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas e regulares, em partes talvez eguais; inferiores, quase eguais às bôas e regulares, isoladamente. Misturadas, a maior parte, assim como planas. Pouca matta. "" Preços — Um hectare de terra boa, custa, em média, 40$000; este preço varia segundo o lugar, custando até 400$00 se o terreno é de primeira qualidade e próximo da sede do município."
SP;Tieté;"O metro de tecidos nacionaes, communs, custa 500 a 800 réis; estrangeiros, 700 réis a 2$000.";A taxa é de 12 por cento ao ano.;"Um trabalhador rural, seja colono ou camarada, ganha 2$000 a 2$500; um administrador de fazenda, 100$000 mensões, mais ou menos; um escrivão de fazenda, 80$000 mensões, mais ou menos; um carpinteiro, 4$000 a 5$000 diários; um cozinheiro, 30$000 mensões; as lavadeiras cobram 400 réis por duzia de peças lavadas. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas mais ou menos assim: bôas, metade; regulares, mais que as inferiores. Argilosas a maior parte, assim como montanhosas. Mattas, bôa parte. "" Preços — Um hectare de terra bôa custa 100$000, approximadamente."
SP;Taquaritinga;"O metro de chita, 500 réis; de riscado, 600 réis; de brim, 4$000 e de casimira, de 12$000 a 18$000.";A taxa é de 12 *|* ao ano.;"O trabalhador rural ganha 2$500 diários e mais; o colono, 100$000 annuaes pelo trato de mil pés de café; um administrador de fazenda, as vezes até 3:000$000 annuaes; escrivão de fazenda, também as vezes 1:200$000 annuaes; um carpinteiro, 6$000 diários; um cozinheiro, 60$000 mensaes; lavadeira, 30$000 mensaes. Os salários são pagos e os contractos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, a maior parte; regulares e inferiores, muito pouco. Muito e muito arenosas. Geralmente planas. Mattas, bôa parte. "" Preços — Um hectare de terra bôa custa 100$000, mais ou menos."
SP;Tambahú;"Nacionaes, de 500 réis a 1$500 o metro; estrangeiros, de 1$500 a 3$000.";Taxa de 12 *|* annuaes.;"Trabalhador rural, 2$500 diarios a secco; administrador de fazenda, 200$000 (média) mensais; escrivão de fazenda, 100$000; carpinteiro, 6$000 diarios; cozinheiro, 25$000 mensais; lavadeira, 15$000 mensais. Os salários são pagos e os contractos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas e regulares em partes eguais; inferiores, a maior parte. Muito arenosas e montanhosas. Matta, muito pouca. Preços — Um hectare de terra bôa custa, approximadamente, 150$000."
SP;Tatuhy;"O metro de tecidos communs nacionaes custa de 500 a 800 réis; estrangeiros, de 700 réis a 2$500.";Taxa de 12 a 18 por cento ao anno.;"Um camarada ganha 2$000 diarios; um cozinheiro, 40$000 mensaes; lavadeira, 500 réis por duzia de peças; um carpinteiro, 5$000 a 6$000 diarios; um administrador de fazenda, 200$000 mensaes; um escrivão de fazenda, 100$000 mensae. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, parte não pequena; regulares, mais do que bôas; inferiores, menos talvez que as bôas. Misturadas na maior parte. Muito planas. Alguma matta e muito campo. Preços — Um hectare de terra bôa custa 50$000, approximadamente."
SP;Una;"Tecidos nacionais, communs, metro de 600 a 900 réis; estrangeiros, de, 1$500 a 2$000.";Taxa de 18 a 24 por cento ao anno.;"Trabalhador rural, 2$000 diarios; cozinheiro, 10$000 mensais; lavadeiras, 500 réis por duzia de peças de roupa; carpinteiro, de 4$000 a 5$000 diarios; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser dívidas mais ou menos assim: bôas, parte não pequena; regulares, mais do que as bôas; inferiores, quase eguais às bôas. Misturadas a maior parte, assim como a maior parte montanhosas. Mattas, bôa parte. "" Preços — Um hectare de terra bôa varia de 40$000 a 50$000."
SP;Ubatuba;Varia de 400 réis a 6$500 o metro.;São raros os emprestimos sobre propriedades agrícolas.;"O trabalhador rural ganha de 1$500 a 2$000 por dia; cozinheira, 15$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 3$000 diários; não ha administradores de fazenda nem escrivães. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas mais ou menos assim: bóas, a maior parte; regulares, menor parte; inferiores, um pouco mais que as regulares. Misturadas e planas na maior parte. Muita matta. "" Preços — Custa o hectare de terra 62$000, mais ou menos."
